period,cohort_month,cohort,model_family,family,specification,model_id,representation,probability_variant,probability_type,bin,n,positives,prevalence,mean_probability,min_probability,max_probability,absolute_calibration_error,weight,fitted_model_sha256,order_id_sha256
aggregate,later_pooled,later_pooled,logistic_l2,logistic_l2,DPS,DPS,full,raw,raw,5,4027,404,0.100322820959,0.0541161229986,0.0521993207042,0.0561362555241,0.04620669796,0.1,0ea513409e8ee42b7b9d2d95a768e4f334e66a7d5bce5ad85dfcb1a36809a87c,72cfdc8f6be208328a97da86166024c4a11b6099541993e6da4d9e100c5d76d2
aggregate,later_pooled,later_pooled,logistic_l2,logistic_l2,DPS,DPS,full,raw,raw,6,4027,305,0.0757387633474,0.0581775159973,0.0561382409151,0.0603505687214,0.0175612473501,0.1,0ea513409e8ee42b7b9d2d95a768e4f334e66a7d5bce5ad85dfcb1a36809a87c,72cfdc8f6be208328a97da86166024c4a11b6099541993e6da4d9e100c5d76d2
aggregate,later_pooled,later_pooled,logistic_l2,logistic_l2,DPS,DPS,full,raw,raw,7,4027,298,0.0740004966476,0.0629889369267,0.0603516373284,0.065713787769,0.0110115597209,0.1,0ea513409e8ee42b7b9d2d95a768e4f334e66a7d5bce5ad85dfcb1a36809a87c,72cfdc8f6be208328a97da86166024c4a11b6099541993e6da4d9e100c5d76d2
aggregate,later_pooled,later_pooled,logistic_l2,logistic_l2,DPS,DPS,full,raw,raw,8,4027,334,0.0829401539608,0.0690131888002,0.0657155559303,0.0727073404303,0.0139269651606,0.1,0ea513409e8ee42b7b9d2d95a768e4f334e66a7d5bce5ad85dfcb1a36809a87c,72cfdc8f6be208328a97da86166024c4a11b6099541993e6da4d9e100c5d76d2
aggregate,later_pooled,later_pooled,logistic_l2,logistic_l2,DPS,DPS,full,raw,raw,9,4027,273,0.0677924012913,0.0777304048221,0.0727108191159,0.0836639247589,0.00993800353086,0.1,0ea513409e8ee42b7b9d2d95a768e4f334e66a7d5bce5ad85dfcb1a36809a87c,72cfdc8f6be208328a97da86166024c4a11b6099541993e6da4d9e100c5d76d2
aggregate,later_pooled,later_pooled,logistic_l2,logistic_l2,DPS,DPS,full,raw,raw,10,4027,392,0.0973429351875,0.0987355352788,0.083663954597,0.238802060536,0.00139260009134,0.1,0ea513409e8ee42b7b9d2d95a768e4f334e66a7d5bce5ad85dfcb1a36809a87c,72cfdc8f6be208328a97da86166024c4a11b6099541993e6da4d9e100c5d76d2
aggregate,later_pooled,later_pooled,xgboost,xgboost,DP0,DP0,full,calibrated,calibrated,1,4027,241,0.0598460392352,0.0427833696342,0.0415523089468,0.0437864027917,0.017062669601,0.1,1551d46f8013fa51d59d2a3700a7271e8a7f547edb28048a2a130c335b83da0c,72cfdc8f6be208328a97da86166024c4a11b6099541993e6da4d9e100c5d76d2
aggregate,later_pooled,later_pooled,xgboost,xgboost,DP0,DP0,full,calibrated,calibrated,2,4027,252,0.062577601192,0.045703423675,0.0437864027917,0.050557333976,0.0168741775169,0.1,1551d46f8013fa51d59d2a3700a7271e8a7f547edb28048a2a130c335b83da0c,72cfdc8f6be208328a97da86166024c4a11b6099541993e6da4d9e100c5d76d2
aggregate,later_pooled,later_pooled,xgboost,xgboost,DP0,DP0,full,calibrated,calibrated,3,4027,460,0.114228954557,0.0512041296419,0.050557333976,0.051665250212,0.0630248249149,0.1,1551d46f8013fa51d59d2a3700a7271e8a7f547edb28048a2a130c335b83da0c,72cfdc8f6be208328a97da86166024c4a11b6099541993e6da4d9e100c5d76d2
aggregate,later_pooled,later_pooled,xgboost,xgboost,DP0,DP0,full,calibrated,calibrated,4,4027,653,0.162155450708,0.0520755918144,0.051665250212,0.0521534979343,0.110079858893,0.1,1551d46f8013fa51d59d2a3700a7271e8a7f547edb28048a2a130c335b83da0c,72cfdc8f6be208328a97da86166024c4a11b6099541993e6da4d9e100c5d76d2
aggregate,later_pooled,later_pooled,xgboost,xgboost,DP0,DP0,full,calibrated,calibrated,5,4027,913,0.226719642414,0.0524801752781,0.0521534979343,0.0525127872825,0.174239467136,0.1,1551d46f8013fa51d59d2a3700a7271e8a7f547edb28048a2a130c335b83da0c,72cfdc8f6be208328a97da86166024c4a11b6099541993e6da4d9e100c5d76d2
aggregate,later_pooled,later_pooled,xgboost,xgboost,DP0,DP0,full,calibrated,calibrated,6,4027,289,0.0717655823193,0.0601470864262,0.0525127872825,0.062626414001,0.0116184958931,0.1,1551d46f8013fa51d59d2a3700a7271e8a7f547edb28048a2a130c335b83da0c,72cfdc8f6be208328a97da86166024c4a11b6099541993e6da4d9e100c5d76d2
aggregate,later_pooled,later_pooled,xgboost,xgboost,DP0,DP0,full,calibrated,calibrated,7,4027,163,0.0404767817234,0.0640796605587,0.062626414001,0.0701239407063,0.0236028788354,0.1,1551d46f8013fa51d59d2a3700a7271e8a7f547edb28048a2a130c335b83da0c,72cfdc8f6be208328a97da86166024c4a11b6099541993e6da4d9e100c5d76d2
aggregate,later_pooled,later_pooled,xgboost,xgboost,DP0,DP0,full,calibrated,calibrated,8,4027,119,0.0295505338962,0.0714827569811,0.0701239407063,0.0735143050551,0.0419322230849,0.1,1551d46f8013fa51d59d2a3700a7271e8a7f547edb28048a2a130c335b83da0c,72cfdc8f6be208328a97da86166024c4a11b6099541993e6da4d9e100c5d76d2
aggregate,later_pooled,later_pooled,xgboost,xgboost,DP0,DP0,full,calibrated,calibrated,9,4027,82,0.0203625527688,0.0747668993867,0.0735143050551,0.0758103430271,0.0544043466179,0.1,1551d46f8013fa51d59d2a3700a7271e8a7f547edb28048a2a130c335b83da0c,72cfdc8f6be208328a97da86166024c4a11b6099541993e6da4d9e100c5d76d2
aggregate,later_pooled,later_pooled,xgboost,xgboost,DP0,DP0,full,calibrated,calibrated,10,4027,305,0.0757387633474,0.0766840297511,0.0758103430271,0.0774979665875,0.000945266403733,0.1,1551d46f8013fa51d59d2a3700a7271e8a7f547edb28048a2a130c335b83da0c,72cfdc8f6be208328a97da86166024c4a11b6099541993e6da4d9e100c5d76d2
aggregate,later_pooled,later_pooled,xgboost,xgboost,DP0,DP0,full,raw,raw,1,4027,241,0.0598460392352,0.0427833696342,0.0415523089468,0.0437864027917,0.017062669601,0.1,1551d46f8013fa51d59d2a3700a7271e8a7f547edb28048a2a130c335b83da0c,72cfdc8f6be208328a97da86166024c4a11b6099541993e6da4d9e100c5d76d2
aggregate,later_pooled,later_pooled,xgboost,xgboost,DP0,DP0,full,raw,raw,2,4027,252,0.062577601192,0.045703423675,0.0437864027917,0.050557333976,0.0168741775169,0.1,1551d46f8013fa51d59d2a3700a7271e8a7f547edb28048a2a130c335b83da0c,72cfdc8f6be208328a97da86166024c4a11b6099541993e6da4d9e100c5d76d2
aggregate,later_pooled,later_pooled,xgboost,xgboost,DP0,DP0,full,raw,raw,3,4027,460,0.114228954557,0.0512041296419,0.050557333976,0.051665250212,0.0630248249149,0.1,1551d46f8013fa51d59d2a3700a7271e8a7f547edb28048a2a130c335b83da0c,72cfdc8f6be208328a97da86166024c4a11b6099541993e6da4d9e100c5d76d2
aggregate,later_pooled,later_pooled,xgboost,xgboost,DP0,DP0,full,raw,raw,4,4027,653,0.162155450708,0.0520755918144,0.051665250212,0.0521534979343,0.110079858893,0.1,1551d46f8013fa51d59d2a3700a7271e8a7f547edb28048a2a130c335b83da0c,72cfdc8f6be208328a97da86166024c4a11b6099541993e6da4d9e100c5d76d2
aggregate,later_pooled,later_pooled,xgboost,xgboost,DP0,DP0,full,raw,raw,5,4027,913,0.226719642414,0.0524801752781,0.0521534979343,0.0525127872825,0.174239467136,0.1,1551d46f8013fa51d59d2a3700a7271e8a7f547edb28048a2a130c335b83da0c,72cfdc8f6be208328a97da86166024c4a11b6099541993e6da4d9e100c5d76d2
aggregate,later_pooled,later_pooled,xgboost,xgboost,DP0,DP0,full,raw,raw,6,4027,289,0.0717655823193,0.0601470864262,0.0525127872825,0.062626414001,0.0116184958931,0.1,1551d46f8013fa51d59d2a3700a7271e8a7f547edb28048a2a130c335b83da0c,72cfdc8f6be208328a97da86166024c4a11b6099541993e6da4d9e100c5d76d2
aggregate,later_pooled,later_pooled,xgboost,xgboost,DP0,DP0,full,raw,raw,7,4027,163,0.0404767817234,0.0640796605587,0.062626414001,0.0701239407063,0.0236028788354,0.1,1551d46f8013fa51d59d2a3700a7271e8a7f547edb28048a2a130c335b83da0c,72cfdc8f6be208328a97da86166024c4a11b6099541993e6da4d9e100c5d76d2
aggregate,later_pooled,later_pooled,xgboost,xgboost,DP0,DP0,full,raw,raw,8,4027,119,0.0295505338962,0.0714827569811,0.0701239407063,0.0735143050551,0.0419322230849,0.1,1551d46f8013fa51d59d2a3700a7271e8a7f547edb28048a2a130c335b83da0c,72cfdc8f6be208328a97da86166024c4a11b6099541993e6da4d9e100c5d76d2
aggregate,later_pooled,later_pooled,xgboost,xgboost,DP0,DP0,full,raw,raw,9,4027,82,0.0203625527688,0.0747668993867,0.0735143050551,0.0758103430271,0.0544043466179,0.1,1551d46f8013fa51d59d2a3700a7271e8a7f547edb28048a2a130c335b83da0c,72cfdc8f6be208328a97da86166024c4a11b6099541993e6da4d9e100c5d76d2
aggregate,later_pooled,later_pooled,xgboost,xgboost,DP0,DP0,full,raw,raw,10,4027,305,0.0757387633474,0.0766840297511,0.0758103430271,0.0774979665875,0.000945266403733,0.1,1551d46f8013fa51d59d2a3700a7271e8a7f547edb28048a2a130c335b83da0c,72cfdc8f6be208328a97da86166024c4a11b6099541993e6da4d9e100c5d76d2
aggregate,later_pooled,later_pooled,xgboost,xgboost,DPB,DPB,full,calibrated,calibrated,1,4027,143,0.0355103054383,0.0425330839167,0.0414262712002,0.0434199534357,0.00702277847839,0.1,1d75b230f0d829aa3a60afc915ee561f2fcceba15ba578d35551191292494b44,72cfdc8f6be208328a97da86166024c4a11b6099541993e6da4d9e100c5d76d2
aggregate,later_pooled,later_pooled,xgboost,xgboost,DPB,DPB,full,calibrated,calibrated,2,4027,295,0.0732555252049,0.0469559724067,0.0434199534357,0.0493770390749,0.0262995527982,0.1,1d75b230f0d829aa3a60afc915ee561f2fcceba15ba578d35551191292494b44,72cfdc8f6be208328a97da86166024c4a11b6099541993e6da4d9e100c5d76d2
aggregate,later_pooled,later_pooled,xgboost,xgboost,DPB,DPB,full,calibrated,calibrated,3,4027,310,0.0769803824187,0.0500251561827,0.0493770390749,0.0513692013919,0.026955226236,0.1,1d75b230f0d829aa3a60afc915ee561f2fcceba15ba578d35551191292494b44,72cfdc8f6be208328a97da86166024c4a11b6099541993e6da4d9e100c5d76d2
aggregate,later_pooled,later_pooled,xgboost,xgboost,DPB,DPB,full,calibrated,calibrated,4,4027,643,0.159672212565,0.0528914423649,0.0513692013919,0.0542621091008,0.1067807702,0.1,1d75b230f0d829aa3a60afc915ee561f2fcceba15ba578d35551191292494b44,72cfdc8f6be208328a97da86166024c4a11b6099541993e6da4d9e100c5d76d2
aggregate,later_pooled,later_pooled,xgboost,xgboost,DPB,DPB,full,calibrated,calibrated,5,4027,1206,0.29947851999,0.055285891092,0.0542621091008,0.0582113899291,0.244192628898,0.1,1d75b230f0d829aa3a60afc915ee561f2fcceba15ba578d35551191292494b44,72cfdc8f6be208328a97da86166024c4a11b6099541993e6da4d9e100c5d76d2
aggregate,later_pooled,later_pooled,xgboost,xgboost,DPB,DPB,full,calibrated,calibrated,6,4027,103,0.0255773528681,0.0632229912328,0.0582113899291,0.0653441026807,0.0376456383646,0.1,1d75b230f0d829aa3a60afc915ee561f2fcceba15ba578d35551191292494b44,72cfdc8f6be208328a97da86166024c4a11b6099541993e6da4d9e100c5d76d2
aggregate,later_pooled,later_pooled,xgboost,xgboost,DPB,DPB,full,calibrated,calibrated,7,4027,216,0.0536379438788,0.0667768466856,0.0653441026807,0.0685810223222,0.0131389028068,0.1,1d75b230f0d829aa3a60afc915ee561f2fcceba15ba578d35551191292494b44,72cfdc8f6be208328a97da86166024c4a11b6099541993e6da4d9e100c5d76d2
aggregate,later_pooled,later_pooled,xgboost,xgboost,DPB,DPB,full,calibrated,calibrated,8,4027,63,0.015644400298,0.070922529713,0.0685810223222,0.0742938965559,0.055278129415,0.1,1d75b230f0d829aa3a60afc915ee561f2fcceba15ba578d35551191292494b44,72cfdc8f6be208328a97da86166024c4a11b6099541993e6da4d9e100c5d76d2
aggregate,later_pooled,later_pooled,xgboost,xgboost,DPB,DPB,full,calibrated,calibrated,9,4027,165,0.0409734293519,0.075769652437,0.0742938965559,0.0784345716238,0.0347962230851,0.1,1d75b230f0d829aa3a60afc915ee561f2fcceba15ba578d35551191292494b44,72cfdc8f6be208328a97da86166024c4a11b6099541993e6da4d9e100c5d76d2
aggregate,later_pooled,later_pooled,xgboost,xgboost,DPB,DPB,full,calibrated,calibrated,10,4027,333,0.0826918301465,0.0869530245554,0.0784345716238,0.107918247581,0.00426119440893,0.1,1d75b230f0d829aa3a60afc915ee561f2fcceba15ba578d35551191292494b44,72cfdc8f6be208328a97da86166024c4a11b6099541993e6da4d9e100c5d76d2
aggregate,later_pooled,later_pooled,xgboost,xgboost,DPB,DPB,full,raw,raw,1,4027,143,0.0355103054383,0.0425330839167,0.0414262712002,0.0434199534357,0.00702277847839,0.1,1d75b230f0d829aa3a60afc915ee561f2fcceba15ba578d35551191292494b44,72cfdc8f6be208328a97da86166024c4a11b6099541993e6da4d9e100c5d76d2
aggregate,later_pooled,later_pooled,xgboost,xgboost,DPB,DPB,full,raw,raw,2,4027,295,0.0732555252049,0.0469559724067,0.0434199534357,0.0493770390749,0.0262995527982,0.1,1d75b230f0d829aa3a60afc915ee561f2fcceba15ba578d35551191292494b44,72cfdc8f6be208328a97da86166024c4a11b6099541993e6da4d9e100c5d76d2
aggregate,later_pooled,later_pooled,xgboost,xgboost,DPB,DPB,full,raw,raw,3,4027,310,0.0769803824187,0.0500251561827,0.0493770390749,0.0513692013919,0.026955226236,0.1,1d75b230f0d829aa3a60afc915ee561f2fcceba15ba578d35551191292494b44,72cfdc8f6be208328a97da86166024c4a11b6099541993e6da4d9e100c5d76d2
aggregate,later_pooled,later_pooled,xgboost,xgboost,DPB,DPB,full,raw,raw,4,4027,643,0.159672212565,0.0528914423649,0.0513692013919,0.0542621091008,0.1067807702,0.1,1d75b230f0d829aa3a60afc915ee561f2fcceba15ba578d35551191292494b44,72cfdc8f6be208328a97da86166024c4a11b6099541993e6da4d9e100c5d76d2
aggregate,later_pooled,later_pooled,xgboost,xgboost,DPB,DPB,full,raw,raw,5,4027,1206,0.29947851999,0.055285891092,0.0542621091008,0.0582113899291,0.244192628898,0.1,1d75b230f0d829aa3a60afc915ee561f2fcceba15ba578d35551191292494b44,72cfdc8f6be208328a97da86166024c4a11b6099541993e6da4d9e100c5d76d2
aggregate,later_pooled,later_pooled,xgboost,xgboost,DPB,DPB,full,raw,raw,6,4027,103,0.0255773528681,0.0632229912328,0.0582113899291,0.0653441026807,0.0376456383646,0.1,1d75b230f0d829aa3a60afc915ee561f2fcceba15ba578d35551191292494b44,72cfdc8f6be208328a97da86166024c4a11b6099541993e6da4d9e100c5d76d2
aggregate,later_pooled,later_pooled,xgboost,xgboost,DPB,DPB,full,raw,raw,7,4027,216,0.0536379438788,0.0667768466856,0.0653441026807,0.0685810223222,0.0131389028068,0.1,1d75b230f0d829aa3a60afc915ee561f2fcceba15ba578d35551191292494b44,72cfdc8f6be208328a97da86166024c4a11b6099541993e6da4d9e100c5d76d2
aggregate,later_pooled,later_pooled,xgboost,xgboost,DPB,DPB,full,raw,raw,8,4027,63,0.015644400298,0.070922529713,0.0685810223222,0.0742938965559,0.055278129415,0.1,1d75b230f0d829aa3a60afc915ee561f2fcceba15ba578d35551191292494b44,72cfdc8f6be208328a97da86166024c4a11b6099541993e6da4d9e100c5d76d2
aggregate,later_pooled,later_pooled,xgboost,xgboost,DPB,DPB,full,raw,raw,9,4027,165,0.0409734293519,0.075769652437,0.0742938965559,0.0784345716238,0.0347962230851,0.1,1d75b230f0d829aa3a60afc915ee561f2fcceba15ba578d35551191292494b44,72cfdc8f6be208328a97da86166024c4a11b6099541993e6da4d9e100c5d76d2
aggregate,later_pooled,later_pooled,xgboost,xgboost,DPB,DPB,full,raw,raw,10,4027,333,0.0826918301465,0.0869530245554,0.0784345716238,0.107918247581,0.00426119440893,0.1,1d75b230f0d829aa3a60afc915ee561f2fcceba15ba578d35551191292494b44,72cfdc8f6be208328a97da86166024c4a11b6099541993e6da4d9e100c5d76d2
aggregate,later_pooled,later_pooled,xgboost,xgboost,DPG,DPG,full,calibrated,calibrated,1,4027,140,0.0347653339955,0.0418655844861,0.0404609404504,0.0435275658965,0.00710025049056,0.1,5ce52ead9ab04983efd74f8ba66512b8fdef2d522452ab511fe12739c559cce7,72cfdc8f6be208328a97da86166024c4a11b6099541993e6da4d9e100c5d76d2
aggregate,later_pooled,later_pooled,xgboost,xgboost,DPG,DPG,full,calibrated,calibrated,2,4027,319,0.079215296747,0.0458305729912,0.0435275658965,0.0468893051147,0.0333847237558,0.1,5ce52ead9ab04983efd74f8ba66512b8fdef2d522452ab511fe12739c559cce7,72cfdc8f6be208328a97da86166024c4a11b6099541993e6da4d9e100c5d76d2
aggregate,later_pooled,later_pooled,xgboost,xgboost,DPG,DPG,full,calibrated,calibrated,3,4027,324,0.0804569158182,0.0487642929889,0.0468893051147,0.0506460666656,0.0316926228294,0.1,5ce52ead9ab04983efd74f8ba66512b8fdef2d522452ab511fe12739c559cce7,72cfdc8f6be208328a97da86166024c4a11b6099541993e6da4d9e100c5d76d2
aggregate,later_pooled,later_pooled,xgboost,xgboost,DPG,DPG,full,calibrated,calibrated,4,4027,671,0.166625279364,0.0527976435904,0.0506460666656,0.0540022142231,0.113827635774,0.1,5ce52ead9ab04983efd74f8ba66512b8fdef2d522452ab511fe12739c559cce7,72cfdc8f6be208328a97da86166024c4a11b6099541993e6da4d9e100c5d76d2
aggregate,later_pooled,later_pooled,xgboost,xgboost,DPG,DPG,full,calibrated,calibrated,5,4027,1152,0.28606903402,0.0548243827633,0.0540022142231,0.0589463710785,0.231244651257,0.1,5ce52ead9ab04983efd74f8ba66512b8fdef2d522452ab511fe12739c559cce7,72cfdc8f6be208328a97da86166024c4a11b6099541993e6da4d9e100c5d76d2
aggregate,later_pooled,later_pooled,xgboost,xgboost,DPG,DPG,full,calibrated,calibrated,6,4027,185,0.045939905637,0.0630743599168,0.0589463710785,0.0656453743577,0.0171344542799,0.1,5ce52ead9ab04983efd74f8ba66512b8fdef2d522452ab511fe12739c559cce7,72cfdc8f6be208328a97da86166024c4a11b6099541993e6da4d9e100c5d76d2
aggregate,later_pooled,later_pooled,xgboost,xgboost,DPG,DPG,full,calibrated,calibrated,7,4027,115,0.0285572386392,0.0664049271547,0.0656453743577,0.0667194202542,0.0378476885155,0.1,5ce52ead9ab04983efd74f8ba66512b8fdef2d522452ab511fe12739c559cce7,72cfdc8f6be208328a97da86166024c4a11b6099541993e6da4d9e100c5d76d2
aggregate,later_pooled,later_pooled,xgboost,xgboost,DPG,DPG,full,calibrated,calibrated,8,4027,65,0.0161410479265,0.0708761298412,0.0667194202542,0.0733474120498,0.0547350819147,0.1,5ce52ead9ab04983efd74f8ba66512b8fdef2d522452ab511fe12739c559cce7,72cfdc8f6be208328a97da86166024c4a11b6099541993e6da4d9e100c5d76d2
aggregate,later_pooled,later_pooled,xgboost,xgboost,DPG,DPG,full,calibrated,calibrated,9,4027,142,0.035261981624,0.0754844955776,0.0733474120498,0.0776510462165,0.0402225139536,0.1,5ce52ead9ab04983efd74f8ba66512b8fdef2d522452ab511fe12739c559cce7,72cfdc8f6be208328a97da86166024c4a11b6099541993e6da4d9e100c5d76d2
aggregate,later_pooled,later_pooled,xgboost,xgboost,DPG,DPG,full,calibrated,calibrated,10,4027,364,0.0903898683884,0.0831759683945,0.0776510462165,0.102632761002,0.00721389999387,0.1,5ce52ead9ab04983efd74f8ba66512b8fdef2d522452ab511fe12739c559cce7,72cfdc8f6be208328a97da86166024c4a11b6099541993e6da4d9e100c5d76d2
aggregate,later_pooled,later_pooled,xgboost,xgboost,DPG,DPG,full,raw,raw,1,4027,140,0.0347653339955,0.0418655844861,0.0404609404504,0.0435275658965,0.00710025049056,0.1,5ce52ead9ab04983efd74f8ba66512b8fdef2d522452ab511fe12739c559cce7,72cfdc8f6be208328a97da86166024c4a11b6099541993e6da4d9e100c5d76d2
aggregate,later_pooled,later_pooled,xgboost,xgboost,DPG,DPG,full,raw,raw,2,4027,319,0.079215296747,0.0458305729912,0.0435275658965,0.0468893051147,0.0333847237558,0.1,5ce52ead9ab04983efd74f8ba66512b8fdef2d522452ab511fe12739c559cce7,72cfdc8f6be208328a97da86166024c4a11b6099541993e6da4d9e100c5d76d2
aggregate,later_pooled,later_pooled,xgboost,xgboost,DPG,DPG,full,raw,raw,3,4027,324,0.0804569158182,0.0487642929889,0.0468893051147,0.0506460666656,0.0316926228294,0.1,5ce52ead9ab04983efd74f8ba66512b8fdef2d522452ab511fe12739c559cce7,72cfdc8f6be208328a97da86166024c4a11b6099541993e6da4d9e100c5d76d2
aggregate,later_pooled,later_pooled,xgboost,xgboost,DPG,DPG,full,raw,raw,4,4027,671,0.166625279364,0.0527976435904,0.0506460666656,0.0540022142231,0.113827635774,0.1,5ce52ead9ab04983efd74f8ba66512b8fdef2d522452ab511fe12739c559cce7,72cfdc8f6be208328a97da86166024c4a11b6099541993e6da4d9e100c5d76d2
aggregate,later_pooled,later_pooled,xgboost,xgboost,DPG,DPG,full,raw,raw,5,4027,1152,0.28606903402,0.0548243827633,0.0540022142231,0.0589463710785,0.231244651257,0.1,5ce52ead9ab04983efd74f8ba66512b8fdef2d522452ab511fe12739c559cce7,72cfdc8f6be208328a97da86166024c4a11b6099541993e6da4d9e100c5d76d2
aggregate,later_pooled,later_pooled,xgboost,xgboost,DPG,DPG,full,raw,raw,6,4027,185,0.045939905637,0.0630743599168,0.0589463710785,0.0656453743577,0.0171344542799,0.1,5ce52ead9ab04983efd74f8ba66512b8fdef2d522452ab511fe12739c559cce7,72cfdc8f6be208328a97da86166024c4a11b6099541993e6da4d9e100c5d76d2
aggregate,later_pooled,later_pooled,xgboost,xgboost,DPG,DPG,full,raw,raw,7,4027,115,0.0285572386392,0.0664049271547,0.0656453743577,0.0667194202542,0.0378476885155,0.1,5ce52ead9ab04983efd74f8ba66512b8fdef2d522452ab511fe12739c559cce7,72cfdc8f6be208328a97da86166024c4a11b6099541993e6da4d9e100c5d76d2
aggregate,later_pooled,later_pooled,xgboost,xgboost,DPG,DPG,full,raw,raw,8,4027,65,0.0161410479265,0.0708761298412,0.0667194202542,0.0733474120498,0.0547350819147,0.1,5ce52ead9ab04983efd74f8ba66512b8fdef2d522452ab511fe12739c559cce7,72cfdc8f6be208328a97da86166024c4a11b6099541993e6da4d9e100c5d76d2
aggregate,later_pooled,later_pooled,xgboost,xgboost,DPG,DPG,full,raw,raw,9,4027,142,0.035261981624,0.0754844955776,0.0733474120498,0.0776510462165,0.0402225139536,0.1,5ce52ead9ab04983efd74f8ba66512b8fdef2d522452ab511fe12739c559cce7,72cfdc8f6be208328a97da86166024c4a11b6099541993e6da4d9e100c5d76d2
aggregate,later_pooled,later_pooled,xgboost,xgboost,DPG,DPG,full,raw,raw,10,4027,364,0.0903898683884,0.0831759683945,0.0776510462165,0.102632761002,0.00721389999387,0.1,5ce52ead9ab04983efd74f8ba66512b8fdef2d522452ab511fe12739c559cce7,72cfdc8f6be208328a97da86166024c4a11b6099541993e6da4d9e100c5d76d2
aggregate,later_pooled,later_pooled,xgboost,xgboost,DPS,DPS,full,calibrated,calibrated,1,4027,194,0.0481748199652,0.0426791607871,0.0416803397238,0.0441658645868,0.00549565917813,0.1,dff34e173d81f155fba985cacc0d6b5d712930afd91036e0f51d2d000e39cb1f,72cfdc8f6be208328a97da86166024c4a11b6099541993e6da4d9e100c5d76d2
aggregate,later_pooled,later_pooled,xgboost,xgboost,DPS,DPS,full,calibrated,calibrated,2,4027,310,0.0769803824187,0.0464956948734,0.0441658645868,0.0502680800855,0.0304846875453,0.1,dff34e173d81f155fba985cacc0d6b5d712930afd91036e0f51d2d000e39cb1f,72cfdc8f6be208328a97da86166024c4a11b6099541993e6da4d9e100c5d76d2
aggregate,later_pooled,later_pooled,xgboost,xgboost,DPS,DPS,full,calibrated,calibrated,3,4027,601,0.149242612367,0.0505391337803,0.0502680800855,0.0510185994208,0.0987034785863,0.1,dff34e173d81f155fba985cacc0d6b5d712930afd91036e0f51d2d000e39cb1f,72cfdc8f6be208328a97da86166024c4a11b6099541993e6da4d9e100c5d76d2
aggregate,later_pooled,later_pooled,xgboost,xgboost,DPS,DPS,full,calibrated,calibrated,4,4027,693,0.172088403278,0.0519649340356,0.0510185994208,0.0526651442051,0.120123469242,0.1,dff34e173d81f155fba985cacc0d6b5d712930afd91036e0f51d2d000e39cb1f,72cfdc8f6be208328a97da86166024c4a11b6099541993e6da4d9e100c5d76d2
aggregate,later_pooled,later_pooled,xgboost,xgboost,DPS,DPS,full,calibrated,calibrated,5,4027,747,0.185497889248,0.0534478502595,0.0526651442051,0.0566124655306,0.132050038988,0.1,dff34e173d81f155fba985cacc0d6b5d712930afd91036e0f51d2d000e39cb1f,72cfdc8f6be208328a97da86166024c4a11b6099541993e6da4d9e100c5d76d2
